,User,SupEmo
20683,tdpnaveen,nmn
20684,PotumudiVasavi,nmn
20685,skk4you,nmp
20686,vibgyor_Premila,nmp
20687,maqbool_sm,nmp
20688,MallickLipu,nmp
20689,urbanvoicesin,nmp
20690,LaksshyaAdvani,nmn
20691,niharikasalunke,nmn
20692,tweetsreekanth_,nmn
20693,Nithinreddy00,nmn
20694,Nithinreddy00,nmn
20695,waseemshaikh4u,nmn
20696,Nithinreddy00,nmp
20697,Nithinreddy00,nmp
20698,YouPolitical4,nmn
20699,Neel_Misra_,nmp
20700,KaalaChasma,nmn
20701,vikram140gulati,nmn
20702,sandeepan25,nmp
20703,d33pm3,nmp
20704,rd202021,nmp
20705,_A_j_i_t,nmp
20706,Mayank_Gala,nmn
20707,manis_kumar,nmn
20708,manis_kumar,nmn
20709,MunishSinghGul1,nmp
20710,imnitinschauhan,nmn
20711,Prateek_0409,nmn
20712,RajivKu16042939,nmn
20713,SanSham24,nmp
20714,FinancialXpress,nmn
20715,LloydRodr28,nmn
20716,AdvocateAnirud1,nmp
20717,LloydRodr28,nmn
20718,JustBeingVK,nmp
20719,Waraich_PS,nmp
20720,manis_kumar,nmp
20721,manis_kumar,nmp
20722,airnews_hyd,nmp
20723,OmmcomNews,nmp
20724,JustBeingVK,nmn
20725,CaptAssamRegt,nmn
20726,60secdrama,nmp
20727,KSHiremath_,nmn
20728,DevilzeyeU,nmp
20729,Himanshu_Gyan,nmn
20730,beingnaveen27,nmn
20731,vineet66,nmn
20732,the_sanghi_,nmp
20733,jhawar2811,nmp
20734,Dinesh_Aryan_,nmn
20735,Dinesh_Aryan_,nmp
20736,sarthakc1805,nmp
20737,prashantjatia,nmp
20738,introverthunbro,nmn
20739,modipari,nmp
20740,SwatiAarini,nmn
20741,jvidyasagar,nmp
20742,meetumashankar,nmn
20743,asarpotar,nmn
20744,mtinjeong,nmn
20745,DaymaKalpesh,nmn
20746,LaksshyaAdvani,nmp
20747,imkthakkar,nmp
20748,zubinkapadia,nmn
20749,agrawmohit,nmn
20750,shrikantalat,nmp
20751,ashishtayal_,nmn
20752,gmjecks,nmp
20753,KABHISH84077624,nmn
20754,aby_swa,nmp
20755,Rajendr43212394,nmp
20756,spectrum_seven,nmn
20757,sukritygoyal,nmn
20758,IrritatedIndia,nmn
20759,Rajkuma42336517,nmp
20760,VinayMutt,nmn
20761,bansivikram,nmn
20762,Its_rjson21,nmp
20763,airnewsalerts,nmp
20764,ibhavik_patel,nmp
20765,Matrabhoomi1,nmn
20766,prem__pp,nmp
20767,BeingRahulSinha,nmn
20768,evasec93,nmp
20769,iamTapanPandya,nmn
20770,RajneeshAnand2,nmp
20771,farhanqaafa,nmp
20772,arunInd1,nmp
20773,thetribunechd,nmn
20774,thetribunechd,nmn
20775,UmeshBhatia72,nmn
20776,subodhs_93,nmn
20777,ravipolara,nmn
20778,justin23448669,nmn
20779,WeForNews,nmn
20780,INCdilse,nmn
20781,ronaksoni59,nmp
20782,GeeKayTalks,nmn
20783,MohitJa29631827,nmn
20784,bipin_ct,nmp
20785,PVenkatGandhi,nmn
20786,apnnewsindia,nmn
20787,apnnewsindia,nmn
20788,RohiThomas,nmn
20789,eccentricraj,nmn
20790,iamsudhish,nmn
20791,UdayKiranv912,nmn
20792,joforall9,nmp
20793,vraj_biker03,nmn
20794,Kavitachaturwe2,nmp
20795,Choudhary_Kahin,nmp
20796,Choudhary_Kahin,nmp
20797,Pratyangira1,nmn
20798,dibyendumondal,nmp
20799,RaviSha36183070,nmp
20800,apnnewsindia,nmn
20801,apnnewsindia,nmn
20802,SocialAmit,nmp
20803,zenmaster373,nmn
20804,GeeKayTalks,nmn
20805,jvidyasagar,nmp
20806,apnnewsindia,nmn
20807,Realaamaadmi13,nmn
20808,GeeKayTalks,nmp
20809,GeeKayTalks,nmn
20810,meetumashankar,nmn
20811,moneycontrolcom,nmp
20812,GeeKayTalks,nmp
20813,tomar_vik,nmn
20814,bum_bum_bole,nmn
20815,GunikaMahendru,nmn
20816,sandy128bit,nmn
20817,vishvadipu,nmp
20818,hemant_p,nmn
20819,J_Rishika,nmn
20820,Naveen_Mishra_I,nmn
20821,aBong_aami,nmp
20822,PraveenNaharP,nmp
20823,MM09021996,nmp
20824,prithamrai,nmp
20825,ShaktiShekhar,nmp
20826,TheRajeshjk9,nmp
20827,adarshmishra127,nmp
20828,arundsawant,nmn
20829,PruthviMJ3,nmp
20830,chirayusdesai,nmp
20831,AnshulAgarwal4,nmp
20832,DiptiRa14054720,nmp
20833,ProudHinduPS,nmp
20834,FaridAlidsra,nmn
20835,iamTapanPandya,nmn
20836,gargi_wonderbox,nmp
20837,jvidyasagar,nmp
20838,surojit_saikia,nmp
20839,Ashwathama_Chh,nmp
20840,DewanandPatel,nmn
20841,vineet66,nmn
20842,rforravee,nmp
20843,geernavneet,nmn
20844,MannarSrinivas,nmn
20845,tejnemanwar,nmp
20846,meetumashankar,nmp
20847,smohantyblr,nmp
20848,harshnama,nmp
20849,Dementation666,nmn
20850,LokeshSharma085,nmn
20851,nishithvarma,nmp
20852,PulijalaSp,nmp
20853,pkm1999,nmn
20854,RealMumbaikarr,nmn
20855,koinahijanta1,nmp
20856,Villenshiva,nmn
20857,pkm1999,nmp
20858,srivastava4,nmp
20859,Karmic_Indian,nmp
20860,pranav326,nmp
20861,rajcto,nmn
20862,pkm1999,nmn
20863,Bharat59036499,nmp
20864,mugup317,nmp
20865,satsbs,nmp
20866,ashubhguy,nmp
20867,Vikasthecult,nmp
20868,gykjain,nmp
20869,sadnessmylife,nmp
20870,Priyadarshan_15,nmp
20871,JKnair18,nmn
20872,roopak_13,nmn
20873,DhirendraMeht11,nmp
20874,raghu_depp,nmp
20875,Abhinav99566565,nmp
20876,krishenkhosa,nmp
20877,PrateekJain28,nmp
20878,mundada_ajay,nmp
20879,keshriprashant,nmp
20880,bablu345,nmp
20881,TanishkPrasad18,nmp
20882,TanishkPrasad18,nmp
20883,ajitdwivedy9,nmn
20884,Icarusfallindia,nmp
20885,KaleRushikesh12,nmp
20886,SkJk34114427,nmn
20887,R_Shirish_Photo,nmp
20888,NewsJ1964,nmp
20889,a_v_ravi,nmp
20890,virtualvaibhav,nmp
20891,kiranvirat15,nmp
20892,abhitryst,nmn
20893,Dipesh_Rafa,nmp
20894,vishnu_swapnil,nmp
20895,vikram140gulati,nmp
20896,RavichandranSom,nmn
20897,Mathhashmi,nmn
20898,RohitYadavO5O1,nmp
20899,DeepSin44742301,nmp
20900,lavanyadeepak,nmn
20901,ohmtweets,nmp
20902,ajmera_naman,nmp
20903,leo_patel_,nmn
20904,AmitPan74381270,nmp
20905,iamaw3sam,nmn
20906,Sumeetsheopuri1,nmp
20907,ladynationalist,nmn
20908,thamidisetty,nmp
20909,GaneshPAshtekar,nmp
20910,GaurangLuvSurat,nmp
20911,amuchemicalengg,nmp
20912,ordinarygirlan,nmn
20913,Pushpendra1853,nmp
20914,roarDworld,nmn
20915,MannarSrinivas,nmn
20916,MiRajeshPatil,nmp
20917,MukeshDolia,nmn
20918,TweetsBrock,nmn
20919,LoojhCannon,nmp
20920,Shreyesh1986,nmp
20921,thefinalmiracle,nmn
20922,shankarviews,nmn
20923,sumit81says,nmn
20924,Swetaank,nmn
20925,Atul24sinhaLead,nmn
20926,siku_ipm,nmp
20927,roarDworld,nmn
20928,ShujathAliSufi,nmn
20929,raman3366,nmp
20930,Srini_imi,nmp
20931,Vijapandey,nmn
20932,crahul04,nmp
20933,meetumashankar,nmn
20934,Archana2177,nmp
20935,ImRupalGautam,nmp
20936,nityasatyani,nmp
20937,ajayganti,nmn
20938,IntelliJester,nmp
20939,sumitkumarhzb41,nmp
20940,stubsan,nmp
20941,devanshvmali,nmp
20942,MeSubramanian,nmp
20943,DrAVSriv,nmn
20944,UdayRajSinghBo1,nmn
20945,TruthSeekerAB,nmp
20946,shemin_joy,nmn
20947,theamansonkar,nmn
20948,shobhit_pant,nmp
20949,aasia_ishaque,nmp
20950,rationalhindu11,nmn
20951,mudkanikhil,nmn
20952,ShujathAliSufi,nmn
20953,EMAbdulRahiman1,nmn
20954,sayanplanner,nmp
20955,govind3333,nmp
20956,TigerKhanJee,nmn
20957,GitanjaliBJP1,nmp
20958,agarwal_dayaram,nmp
20959,PritiVipulMali,nmp
20960,sunil_rupani,nmn
20961,khels2u,nmn
20962,UzairNaje,nmn
20963,mihir26mahajan,nmp
20964,biswaji11165249,nmp
20965,ShivamKirtiSax1,nmp
20966,MamtaSengar5,nmp
20967,fx16news,nmp
20968,sunil_rupani,nmn
20969,Skpj50,nmn
20970,MadhavaBJP,nmn
20971,metro_vaartha,nmn
20972,NavdeepTiwari12,nmp
20973,Dharmikvadhadi1,nmp
20974,meetumashankar,nmp
20975,meetumashankar,nmn
20976,sksh1911,nmp
20977,PassionForNews,nmn
20978,TheMaulikPatel,nmp
20979,pankajmyhr,nmn
20980,ConcernedBihari,nmp
20981,PBTheBanglaBoy,nmp
20982,KyasapuraS,nmn
20983,DelOperator19,nmp
20984,PrReleaseWatch,nmn
20985,ECityRising,nmp
20986,yogeshpattadkal,nmp
20987,sumonseng,nmn
20988,ECityRising,nmp
20989,pappilondxb,nmp
20990,VikasSridhara,nmp
20991,Animeshjsr,nmp
20992,RanjithHosakere,nmp
20993,AnaamadeyaManav,nmn
20994,ManaswitaSachd1,nmp
20995,royalrpsingh,nmp
20996,SupratimMaity5,nmn
20997,gauravguptas,nmn
20998,NikhilRokdiya,nmp
20999,sarthakgoel1999,nmp
21000,nikhilchawla,nmp
21001,easyaahe,nmp
21002,HarshitPai,nmn
21003,Praveen77029786,nmp
21004,harish85228184,nmp
21005,sarankumars,nmn
21006,imshwetta,nmn
21007,KenSunny_,nmp
21008,meshamanth,nmp
21009,sankalpbhaireli,nmp
21010,surajbaldawa,nmp
21011,easyaahe,nmp
21012,InamdarViju,nmp
21013,karthikkakoor,nmn
21014,arjunmeninblue,nmp
21015,missartola,nmn
21016,imshwetta,nmn
21017,karthikkakoor,nmn
21018,3rd_Handle,nmp
21019,BhavikPrit,nmn
21020,theanshmathur,nmp
21021,vgopss,nmp
21022,DipakPrasadSin2,nmp
21023,IM_SanGho,nmp
21024,UdayRajSinghBo1,nmp
21025,SiddharthaRai2,nmp
21026,anthevasi,nmp
21027,IAmViswanatha,nmp
21028,Preeti_2202,nmp
21029,SatyaBolo,nmp
21030,indiatvnews,nmp
21031,Deepti_Jain_,nmp
21032,indiatvnews,nmp
21033,anek_bhatia,nmn
21034,aniljaindr,nmp
21035,kumarmanish9,nmp
21036,mnnrn,nmp
21037,indiatvnews,nmp
21038,SiddharthaRai2,nmp
21039,themadhavdihora,nmp
21040,thecablestory,nmn
21041,indiatvnews,nmp
21042,bahujanyouth,nmn
21043,YashwanthPNaik,nmp
21044,iamkrunal90,nmp
21045,indiatvnews,nmp
21046,indiatvnews,nmp
21047,justin23448669,nmp
21048,MumbaiLonday,nmn
21049,the_AnuBhavKr,nmp
21050,DrSatyaSaraswat,nmn
21051,atulmohanhere,nmp
21052,indiatvnews,nmp
21053,ajay1676,nmp
21054,KamalikaSengupt,nmp
21055,SandipGhose,nmn
21056,indiatvnews,nmp
21057,RenuRajaram_G,nmp
21058,sboricha,nmp
21059,RealABBI,nmp
21060,srivatsahg,nmn
21061,PraveenKacholia,nmn
21062,sandeepktk,nmn
21063,vivekkumarthak4,nmp
21064,Ashwin28,nmp
21065,deeepakkher,nmn
21066,ArvindVishwak10,nmp
21067,guruaswathg,nmn
21068,Vr_coder,nmn
21069,tsharma110344,nmp
21070,fazarul_fazy,nmn
21071,RutamV,nmp
21072,kapil98arora,nmn
21073,sakthimanokaran,nmp
21074,policychettan,nmn
21075,filmykiida,nmn
21076,adwaitainapure,nmp
21077,BhavikPrit,nmp
21078,expecto_utkarsh,nmp
21079,harodia,nmp
21080,iammeetsdesai,nmn
21081,Airbuss1,nmn
21082,nsoni1802,nmn
21083,urveshmehta,nmn
21084,_kartikshah,nmp
21085,ShreevathsaCS,nmp
21086,Rajivmurti243,nmn
21087,bahraichse,nmn
21088,MehtaKyaKehtaa,nmp
21089,SunilBhatM,nmp
21090,karthikkakoor,nmn
21091,adwaitainapure,nmp
21092,chnharish,nmp
21093,ThakarTapan,nmn
21094,krishan2611,nmp
21095,Dksview,nmp
21096,aniket7501,nmn
21097,sanjeevoak,nmn
21098,pradeeepjourno,nmn
21099,IntelliJester,nmp
21100,PratikRPoddar,nmn
21101,KanotraHarish,nmn
21102,CAPratikKarpe,nmp
21103,Rahulsinghrs707,nmn
21104,PrakharMehra4,nmn
21105,shwetarashmi67,nmp
21106,Amberkischub,nmp
21107,Amberkischub,nmp
21108,jvidyasagar,nmp
21109,SreejithPandal2,nmp
21110,Deepbhardwaj_,nmp
21111,spicypatriotic,nmp
21112,varunofficial23,nmp
21113,J_Rishika,nmp
21114,nirmalp2808,nmp
21115,rahulrajnews,nmp
21116,TapanNiraj,nmp
21117,spicypatriotic,nmn
21118,RahulBriyarpuri,nmp
21119,adv_arunupadhya,nmn
21120,KcbRef,nmp
21121,PAmbaselkar,nmn
21122,prashant6252,nmn
21123,Sharayu28,nmp
21124,UdayRajSinghBo1,nmn
21125,DunCat9,nmp
21126,terence_fdes,nmn
21127,naresh718889,nmn
21128,moneycontrolcom,nmn
21129,anilkumar_mh,nmn
21130,its__harshita,nmp
21131,Varroon,nmp
21132,deepakmahato,nmp
21133,Dharmayodhaa,nmn
21134,whyhaveahandle,nmp
21135,Kumardrdeepak13,nmn
21136,harbinder2211,nmn
21137,abhitryst,nmn
21138,raomeenakshi7,nmp
21139,AAinnov,nmp
21140,DaymaKalpesh,nmp
21141,iamTapanPandya,nmp
21142,Club_HP_India,nmn
21143,AdityaPandey008,nmp
21144,faizzz9,nmp
21145,kulishvyas,nmp
21146,dukeofspice,nmn
21147,manis_kumar,nmn
21148,swati_mltr,nmp
21149,ashishtayal_,nmp
21150,NewsJ1964,nmn
21151,kaaku2,nmn
21152,Aashieshgupta6,nmn
21153,Varun_yad22,nmn
21154,farhaanginwala,nmp
21155,TheArahat,nmp
21156,srivastava4,nmn
21157,SamratKhosla_IN,nmp
21158,iamTapanPandya,nmn
21159,irohitpagar,nmp
21160,SathisRamasami,nmp
21161,rahulrai01_,nmn
21162,AnandMestry,nmp
21163,Mehtacee,nmp
21164,DhirenShokeen,nmn
21165,Hosanna87460666,nmn
21166,Shailesh_Paun,nmp
21167,kaushalvaghadia,nmp
21168,krishnavashisth,nmp
21169,LaksshyaAdvani,nmn
21170,Rajas1995,nmp
21171,nsalita,nmp
21172,nsalita,nmp
21173,PrateekJain28,nmp
21174,yogeshmishra__,nmn
21175,priyaaaansh,nmp
21176,murthynarendra,nmn
21177,LaksshyaAdvani,nmn
21178,_umakantsingh,nmn
21179,kkrishna_r11,nmp
21180,tp2f,nmn
21181,3208sunil,nmp
21182,BurhanFatehi13,nmn
21183,rajracing19,nmn
21184,supreetshukla,nmn
21185,KMariyanka,nmn
21186,zainy80,nmp
21187,arunmr_,nmp
21188,johncheeran,nmn
21189,abhijitgoswami,nmp
21190,Shriramnayaka7,nmp
21191,iamsudhish,nmp
21192,docstl,nmn
21193,arviindk,nmn
21194,rafeeq_0091,nmn
21195,JangliRaja,nmn
21196,eclectictweets,nmp
21197,scorprian,nmn
21198,AsOurLawIs,nmp
21199,Sumitra2907,nmp
21200,chin_raval,nmn
21201,AtulAwate11,nmp
21202,_aashutosh_,nmn
21203,Raghupsingh1,nmp
21204,Pari26784345,nmp
21205,AKLalB,nmp
21206,Deepakm2087,nmp
21207,PrReleaseWatch,nmn
21208,SkJk34114427,nmn
21209,jainamit2112,nmp
21210,Ramcharana86,nmn
21211,MrKarmaYogi,nmp
21212,cognitivedin,nmn
21213,KrsShishir,nmn
21214,jainamit2112,nmp
21215,shraddha_1401,nmn
21216,supreetshukla,nmp
21217,INCdilse,nmp
21218,VijenderShobha,nmn
21219,raz711b,nmp
21220,HashimYJSpeaks,nmp
21221,poorvat10,nmp
21222,Shivam_Gosavi,nmp
21223,moneycontrolcom,nmn
21224,vksunil,nmn
21225,thepsuedoforce,nmn
21226,CBAhetesham,nmn
21227,nivi_agrawal,nmp
21228,kiran_m_kumar,nmp
21229,drnitinchaube,nmp
21230,AsOurLawIs,nmp
21231,Sachin_K12,nmp
21232,srinivasreddykb,nmp
21233,Gauravproud1,nmp
21234,ImThatUntouched,nmp
21235,dixitsoham7,nmn
21236,avinashchoubey,nmp
21237,LaksshyaAdvani,nmp
21238,LaksshyaAdvani,nmp
21239,SouravRoy67,nmp
21240,SannyKu71181123,nmn
21241,lavanya1611,nmp
21242,En_Es_blue,nmp
21243,aanimaker,nmp
21244,VinayDokania,nmn
21245,shivshukla,nmp
21246,mukuvarma,nmn
21247,CIVILKHAN1,nmp
21248,_JitendraVarma,nmp
21249,Congrress,nmn
21250,nitingpt14,nmn
21251,msdarbar47,nmp
21252,_JitendraVarma,nmn
21253,SimplyMayhemMad,nmn
21254,tjt4002,nmn
21255,venumalu,nmp
21256,gauravmfc2000,nmn
21257,itsmechunks,nmp
21258,Bharatendu20,nmp
21259,johncheeran,nmp
21260,srinivasangopal,nmn
21261,ankitshil,nmp
21262,TarunRajSingh_,nmn
21263,dasaaruhiaanand,nmp
21264,PoojaPrasanna4,nmp
21265,Piyushspeakss,nmp
21266,Iamneha4230,nmp
21267,Wajahatfarooqbt,nmp
21268,ashishnilamber,nmp
21269,KrishnaKabeer,nmn
21270,imlakshmeesh,nmp
21271,KrishnaKabeer,nmp
21272,abhitryst,nmn
21273,GujunRupsas,nmn
21274,virtualvaibhav,nmp
21275,ajinath_batule,nmp
21276,AbhaySh75511692,nmn
21277,kingdavidalex,nmn
21278,DoctoredSpeech,nmp
21279,MurthyPalakollu,nmn
21280,Pawan_Jhabak,nmn
21281,nagarajgs,nmp
21282,Essarzed,nmn
21283,KrishnaKabeer,nmn
21284,VDPAssociates,nmn
21285,PriyankPandya10,nmn
21286,_faith_is_power,nmp
21287,bharatpurta,nmn
21288,vokkaliga007,nmp
21289,vokkaliga007,nmp
21290,vishal_viki,nmp
21291,vineet66,nmp
21292,vokkaliga007,nmp
21293,vokkaliga007,nmn
21294,vokkaliga007,nmp
21295,vokkaliga007,nmp
21296,ajaychat555,nmn
21297,jeetdeesha,nmp
21298,prateekmajagavi,nmp
21299,Mayank_P_Grover,nmn
21300,Krishyur_Tweet,nmp
21301,stockfuture1,nmn
21302,stockfuture1,nmn
21303,MasculistA,nmn
21304,harshlapsia,nmn
21305,IamPKGupta,nmn
21306,jvidyasagar,nmn
21307,MAGESHW57341284,nmp
21308,IamPKGupta,nmn
21309,vikram140gulati,nmp
21310,Kundant89,nmp
21311,ChoukiderP,nmp
21312,dixit22_,nmn
21313,UttarrPradesh,nmn
21314,Subbannak,nmn
21315,sritrader,nmn
21316,vaibhavbleo,nmp
21317,confess2gaurav,nmn
21318,SakalMediaNews,nmp
21319,missartola,nmn
21320,shah_1972,nmn
21321,vikash191093,nmp
21322,shubham52903972,nmn
21323,netranandp,nmp
21324,Tarunkcongress,nmp
21325,iamTapanPandya,nmp
21326,cskkanu,nmn
21327,ChandanRaut_,nmp
21328,AkshayaSahu_JH,nmn
21329,APGlobale,nmp
21330,jvidyasagar,nmn
21331,LaksshyaAdvani,nmp
21332,GanigaMeena,nmp
21333,Utpal_Indian,nmn
21334,Niteshkumawatb3,nmp
21335,meetumashankar,nmn
21336,rahulvatsa,nmn
21337,PranavVarikkat5,nmp
21338,veggiediplomat,nmn
21339,bhau_drkulwant,nmn
21340,DhirajRathod03,nmn
21341,Faltu_Account_,nmp
21342,Jitendr77360481,nmn
21343,DhankharDeepak,nmn
21344,DevTweeting,nmp
21345,jagan1206,nmp
21346,manvendraRBL,nmp
21347,shruti2909,nmp
21348,himantabiswa,nmp
21349,Shivam_Gosavi,nmp
21350,meetumashankar,nmn
21351,meetumashankar,nmn
21352,bhagyashree986,nmp
21353,ksvijayabaskar,nmn
21354,vinayprasadlr,nmp
21355,prkpunter,nmn
21356,Raghubv,nmn
21357,Amania54491237,nmp
21358,drvishalht,nmp
21359,DhammpalY,nmp
21360,govindagopala,nmp
21361,IPrabhakarSP,nmp
21362,IPrabhakarSP,nmn
21363,_WeakestLink,nmp
21364,onkarbhutada,nmn
21365,pulkit2204,nmp
21366,imravi42,nmp
21367,suhas_sawant85,nmn
21368,LaksshyaAdvani,nmp
21369,ProfIyer,nmp
21370,tarun_bhuyan,nmn
21371,RajivKumarRay9,nmp
21372,gouravmondal14,nmn
21373,ajayanil_wbkgp,nmp
21374,RoshniMeeta,nmn
21375,shrinihtmumbai,nmn
21376,BHANWARLALSUTH7,nmp
21377,LaksshyaAdvani,nmp
21378,bansala_amit,nmp
21379,fizaroo,nmn
21380,Samkandiara,nmp
21381,vrmahajan,nmp
21382,MadanRamamurthy,nmp
21383,Himanshu_Gyan,nmp
21384,amij24,nmn
21385,mojilo_manas,nmp
21386,wheelsofsoul89,nmn
21387,ElectionInfo1,nmp
21388,bibangshi,nmp
21389,ankittweet13,nmp
21390,upwala_bhaiya,nmp
21391,MBTheGuide,nmp
21392,mohan_1722,nmn
21393,MBTheGuide,nmp
21394,viveksolanki30,nmp
21395,srivathsacm,nmp
21396,murugkartoshita,nmp
21397,ThePulseIndia,nmp
21398,blankcheck0001,nmn
21399,jvidyasagar,nmp
21400,Hitarth_Dhebar,nmp
21401,GandhiRahul0001,nmp
21402,gaurav_ks998,nmp
21403,Varroon,nmp
21404,PrateekJain28,nmp
21405,sheeku1,nmn
21406,er_anandupadhya,nmn
21407,PrateekJain28,nmp
21408,raiparas,nmp
21409,onlygoodvibeszz,nmp
21410,cskkanu,nmn
21411,AJasleen,nmp
21412,EdenHayzard,nmn
21413,EdenHayzard,nmn
21414,subodhs_93,nmn
21415,ss_gurprit,nmp
21416,Selva_from_TN,nmn
21417,adityakerni,nmp
21418,terence_fdes,nmp
21419,_Proud_Indian_,nmp
21420,cpomanish,nmp
21421,mbjain84,nmp
21422,IndiaTweeted,nmn
21423,IVijayboi,nmn
21424,kalpak007,nmp
21425,GirishCShastry,nmn
21426,jvidyasagar,nmp
21427,ketanforever,nmp
21428,Electricman1981,nmn
21429,zafarosmani,nmn
21430,Santosh_Samani,nmn
21431,Devsonie,nmp
21432,Rstiwari20,nmn
21433,shashwat0203,nmn
21434,ravipolara,nmn
21435,SkJk34114427,nmn
21436,PAVNESH28008654,nmp
21437,LaksshyaAdvani,nmp
21438,Himanshu_Gyan,nmp
21439,Jaydeep_Bapat,nmp
21440,iammadhukishore,nmn
21441,gauravtiwari85,nmp
21442,JailTiwari,nmp
21443,surajsharma2109,nmp
21444,MgGuggari,nmp
21445,CommonnMan,nmn
21446,govindanaik,nmn
21447,devCodiyapa,nmp
21448,VinodYa35620173,nmn
21449,WeForNews,nmn
21450,raj_knp,nmp
21451,ashish_sh11,nmn
21452,SoleShubham04,nmp
21453,want_awesome,nmn
21454,gulab_a_singh,nmn
21455,aaditya2309,nmn
21456,mssamant,nmp
21457,roshanstomar,nmp
21458,DJ_Bishnoi_29,nmn
21459,ShimulBhattach8,nmn
21460,AmitPat82158376,nmp
21461,mankindvivek,nmp
21462,jatinnsays,nmn
21463,Vijayhema87,nmn
21464,kamalkumarlbf,nmp
21465,VeryCoolBairagi,nmp
21466,ss_gurprit,nmp
21467,yogeshp99980230,nmp
21468,mukul2376081,nmp
21469,rubymishra61,nmn
21470,akhilmaheshwri,nmp
21471,rajveer34567,nmn
21472,swarupkdc,nmn
21473,Justwatchreview,nmn
21474,anupam_anjaan,nmn
21475,rajeshk96809907,nmp
21476,LaksshyaAdvani,nmp
21477,Jigtweets,nmp
21478,Akibbayad86,nmp
21479,Akibbayad86,nmp
21480,Akibbayad86,nmp
21481,DrSwayamsevak,nmp
21482,Pradeep00655145,nmp
21483,TheIndigoMonk,nmn
21484,pcjodukallu,nmn
21485,pcjodukallu,nmn
21486,KaranSo32464450,nmn
21487,BhutraMegha,nmn
21488,PravinD32855530,nmp
21489,YedaPisa,nmn
21490,PavamanaCS,nmn
21491,AmulAtri,nmp
21492,Karmaagyan,nmp
21493,gkpgeo,nmp
21494,nitin_nitingarg,nmn
21495,jvidyasagar,nmp
21496,SocioPoliticalW,nmn
21497,Karmaagyan,nmp
21498,DrGarekar,nmn
21499,Bhagva_Dhvaj,nmp
21500,mdbhat,nmn
21501,PranayDubey22,nmn
21502,imrahul_21,nmp
21503,AgniSharman,nmp
21504,rrao74,nmp
21505,LaksshyaAdvani,nmp
21506,GoldenEagleView,nmp
21507,Adityapandey_3,nmp
21508,Adityapandey_3,nmn
21509,rahulkumarktr,nmp
21510,neeraj_ptgh,nmp
21511,NaMoAgain2_0,nmp
21512,abhitryst,nmn
21513,abhi_mashetty,nmp
21514,tanayrajput,nmp
21515,midhunpm477,nmp
21516,IndiaTweeted,nmp
21517,PKrish2020,nmn
21518,StarDeenu,nmp
21519,Basilnarakathu,nmp
21520,Naveen2012b,nmn
21521,deepsspeak,nmn
21522,srivathsacm,nmp
21523,maqbool_sm,nmp
21524,mgmohitgrover,nmn
21525,MakwanaVasudev,nmn
21526,Prashanthbmw,nmp
21527,225BHAVESH,nmp
21528,Hiirenthackar,nmn
21529,87allahabad,nmp
21530,Tanwardinesh143,nmp
21531,ShorsheFeelish,nmp
21532,SunilSh26521572,nmp
21533,saurabh07___,nmn
21534,Gabaakshay21,nmn
21535,Bhagva_Dhvaj,nmp
21536,Sampannakarnat1,nmn
21537,19Sourav,nmp
21538,JeevanBhatia,nmp
21539,GautamParmar84,nmn
21540,tapas_143,nmp
21541,rahulkumargolu7,nmn
21542,mohitmishraa,nmn
21543,Aayush_mishra07,nmn
21544,LokeshSharma085,nmn
21545,luckyjm85,nmp
21546,Siddharaj1998,nmp
21547,YiAOrg,nmn
21548,NidhiRajGupta1,nmp
21549,abhishekkrcare,nmp
21550,terence_fdes,nmp
21551,ParishGalaiya,nmn
21552,ec7104de70df411,nmp
21553,RajVishal0501,nmn
21554,Shweta2482,nmp
21555,dibyeshanand,nmn
21556,LokeshSharma085,nmn
21557,ChiragAparnath1,nmp
21558,vikkichoudhry,nmn
21559,rakeshpatra_omp,nmp
21560,imjassi16,nmn
21561,indragohil,nmp
21562,realAakashJ,nmn
21563,ashutosh5553,nmn
21564,pawanji27,nmp
21565,PriyaNashmikar,nmn
21566,BiprajitBjp,nmp
21567,PAVNESH28008654,nmp
21568,AdvShrutidesai,nmn
21569,amit7794,nmn
21570,pkm1999,nmn
21571,ravi_magdum,nmn
21572,AgriManju4243,nmn
21573,I_m_irfan,nmn
21574,GoldenEagleView,nmp
21575,RafaTweets_,nmn
21576,aumnamah_,nmn
21577,ask0704,nmn
21578,ss_gurprit,nmp
21579,TheRichPoor,nmp
21580,agniishwari,nmn
21581,chandanswapnil,nmn
21582,carajeevjain25,nmn
21583,shishirvansh,nmn
21584,NaveenChandra87,nmn
21585,sonalijain101,nmn
21586,pkm1999,nmn
21587,deepakbudki,nmn
21588,RPTripathy,nmn
21589,VINODAGRON18,nmp
21590,unbrahmachari,nmp
21591,manisha__gupta,nmp
21592,sanketshelke_,nmp
21593,rajat1360,nmn
21594,rajat1360,nmn
21595,joglekarsaurabh,nmp
21596,Athiathullah,nmp
21597,im_SHAZID,nmn
21598,LaksshyaAdvani,nmp
21599,moneycontrolcom,nmn
21600,k4kalp,nmp
21601,kpl_kar,nmn
21602,ReallGupta,nmn
21603,prateekpatro3,nmp
21604,CIVILKHAN1,nmp
21605,saurabhverma210,nmp
21606,sanjaykpandey3,nmn
21607,sanjaykpandey3,nmn
21608,sanjaykpandey3,nmn
21609,sanjaykpandey3,nmn
21610,sanjaykpandey3,nmn
21611,Mehtacee,nmn
21612,subramanyam_rao,nmp
